temperature,humidity,milk_yield,weight,heart_rate,activity_level,disease_label
37.78,68.69,22.76,436.18,67.95,77.26,0
39.93,66.88,16.17,352.94,76.22,22.67,1
38.87,50.32,26.46,494.57,79.72,87.0,0
37.98,59.73,19.11,538.13,69.71,71.82,0
38.8,53.45,28.04,546.76,69.24,82.67,0
38.35,58.65,25.15,486.18,61.8,88.96,0
39.14,61.35,16.39,425.06,67.11,69.76,0
38.81,54.7,24.49,523.28,71.26,62.31,0
38.32,57.54,25.84,493.94,72.85,88.38,0
39.05,67.37,20.76,470.82,65.17,65.78,0
38.17,64.11,20.99,529.98,70.4,80.53,0
38.92,53.84,21.3,488.51,65.35,87.26,0
40.16,80.08,10.56,415.41,87.92,41.02,1
39.25,60.23,30.85,459.02,65.52,93.7,0
38.41,69.82,21.39,428.84,69.63,69.23,0
38.84,63.7,26.16,490.05,69.61,73.75,0
38.24,63.93,18.9,441.28,76.12,68.95,0
38.76,77.32,21.98,483.91,66.81,64.56,0
40.16,82.06,5.9,410.97,87.48,32.02,1
38.74,60.06,21.85,425.4,74.22,70.78,0
37.99,65.67,20.15,458.69,69.91,70.14,0
39.18,94.3,3.16,403.28,95.57,32.73,1
39.78,78.93,9.14,443.67,77.59,34.77,1
38.59,93.38,15.11,369.76,87.82,40.09,1
38.73,64.92,21.81,488.3,69.05,81.46,0
38.52,66.88,22.59,521.44,71.66,73.53,0
38.4,61.28,24.14,481.01,71.78,67.17,0
39.33,97.12,11.79,524.52,76.06,35.78,1
38.02,57.57,24.87,530.88,73.97,85.04,0
39.97,93.2,7.7,329.92,99.71,49.49,1
39.04,47.89,27.66,441.21,68.46,78.37,0
39.52,80.81,10.51,437.45,85.31,34.5,1
38.9,51.3,19.85,512.91,74.36,80.86,0
40.07,66.43,8.3,444.41,85.23,28.09,1
38.31,64.47,22.23,465.6,65.62,75.39,0
40.62,87.96,3.37,430.22,76.54,23.59,1
38.22,59.95,20.52,528.73,65.15,73.7,0
38.4,68.26,27.26,491.64,69.47,64.97,0
38.55,65.78,24.04,492.07,63.03,75.91,0
38.7,63.98,16.76,494.28,70.03,67.41,0
38.17,57.83,23.87,487.46,62.35,63.01,0
38.47,65.56,16.5,543.71,73.9,76.55,0
38.84,69.89,24.71,511.87,65.04,75.31,0
39.48,59.93,19.8,484.0,75.84,78.81,0
38.85,64.76,4.31,430.21,65.22,5.1,1
37.73,59.8,23.45,422.56,65.41,83.33,0
38.45,55.35,18.12,440.4,71.43,92.62,0
39.38,44.2,23.45,503.31,65.49,68.78,0
37.95,67.97,20.13,444.29,71.66,65.7,0
38.23,44.05,21.8,497.79,70.66,72.09,0
38.18,61.91,18.56,374.77,76.37,72.05,0
38.64,54.12,24.05,474.31,68.73,81.94,0
40.23,74.79,6.26,411.96,73.83,39.78,1
39.21,81.16,8.08,392.37,75.59,22.19,1
38.69,55.15,25.67,433.11,67.26,90.62,0
38.37,57.58,24.76,473.63,74.15,70.43,0
38.17,66.54,25.41,432.23,71.06,63.2,0
38.48,59.79,24.14,443.97,70.05,87.31,0
38.08,58.29,23.67,399.26,75.67,89.95,0
38.41,61.07,20.18,435.22,72.97,87.39,0
39.93,84.29,11.63,364.67,95.03,40.93,1
40.17,78.87,9.99,394.46,94.72,32.3,1
38.05,58.65,20.6,545.53,70.14,53.6,0
39.8,65.91,17.15,429.71,77.89,38.83,1
38.48,70.98,25.08,511.36,78.49,69.63,0
38.67,58.73,20.78,480.7,66.82,70.11,0
39.21,69.91,22.05,474.0,73.61,61.45,0
38.65,58.5,20.23,508.03,65.0,68.87,0
39.09,86.64,10.06,449.45,82.55,39.52,1
38.28,62.1,25.56,417.94,74.89,70.05,0
39.57,82.31,11.32,448.61,86.78,39.02,1
38.6,57.68,21.16,493.3,62.4,75.7,0
39.49,84.57,0.0,394.56,81.75,30.25,1
38.89,63.74,18.94,500.13,66.23,77.66,0
40.89,82.66,7.35,478.72,80.09,47.45,1
38.36,58.6,21.01,443.35,62.86,65.93,0
39.1,57.32,21.27,447.62,69.54,76.08,0
37.45,69.7,22.91,477.41,64.96,88.66,0
39.32,61.64,16.06,408.04,92.79,58.06,1
39.42,74.73,12.83,416.93,87.51,38.87,1
38.32,39.5,25.37,493.93,70.78,89.01,0
39.0,83.85,6.19,503.89,88.44,40.53,1
40.25,77.24,15.98,400.16,97.99,20.64,1
39.32,80.87,11.15,489.52,75.09,36.23,1
39.52,64.17,20.62,491.06,64.88,77.38,0
38.51,64.71,22.42,436.81,68.47,74.54,0
38.88,53.38,20.63,556.94,63.41,81.74,0
38.75,62.26,25.21,464.1,79.97,82.75,0
39.92,63.76,13.04,448.64,85.32,53.19,1
37.93,63.16,18.3,546.14,76.04,82.75,0
38.41,52.61,19.25,453.97,68.2,91.97,0
38.03,57.56,15.34,572.32,66.12,68.3,0
39.26,98.52,14.21,465.04,79.25,30.35,1
38.35,66.24,26.9,436.81,65.5,75.99,0
38.66,60.17,24.71,422.67,67.07,83.05,0
39.16,59.2,9.72,450.9,81.12,18.25,1
39.38,66.41,10.41,452.28,81.54,45.42,1
38.34,60.65,18.23,514.89,62.68,75.58,0
38.08,80.64,21.48,509.77,71.1,67.87,0
39.11,77.14,6.85,371.71,67.85,21.88,1
39.51,92.02,2.3,439.52,77.05,33.54,1
38.29,69.5,20.18,475.83,72.1,56.98,0
38.55,53.7,21.42,434.9,70.52,83.39,0
38.65,70.31,15.42,389.01,84.21,50.43,1
39.65,86.41,12.92,395.75,92.49,49.42,1
38.7,61.0,19.83,447.04,70.54,66.09,0
40.98,89.21,6.35,491.43,89.33,19.82,1
37.34,52.02,20.12,422.19,55.39,73.98,0
38.25,64.28,23.5,518.21,76.36,56.06,0
39.77,66.58,5.67,428.32,84.6,72.58,1
39.09,65.66,27.98,487.15,63.74,84.77,0
40.32,82.4,9.73,419.18,75.14,30.58,1
38.06,55.5,24.33,456.06,67.08,75.24,0
40.59,74.9,14.12,431.34,89.13,48.57,1
38.76,52.81,21.67,424.29,82.64,75.1,0
38.78,64.75,19.16,410.31,67.99,74.74,0
40.47,77.01,12.69,459.95,78.06,46.93,1
39.34,71.03,1.37,402.11,96.06,65.62,1
40.51,79.02,9.62,399.94,72.53,38.43,1
39.95,71.66,9.48,431.52,97.11,32.48,1
38.32,56.14,21.71,425.33,79.91,79.17,0
38.83,80.12,14.3,300.0,79.97,56.27,1
39.37,82.36,5.77,474.16,97.47,36.39,1
39.44,71.7,15.66,383.36,71.06,39.06,1
38.44,64.29,18.74,474.38,71.22,67.84,0
38.78,56.21,16.15,540.37,64.44,60.96,0
37.97,58.19,6.94,383.6,92.64,33.41,1
39.13,74.4,19.46,494.01,69.64,63.04,0
38.06,64.31,23.45,494.93,64.56,72.08,0
38.25,54.74,23.92,525.99,67.35,75.26,0
40.51,62.8,7.81,435.15,70.38,56.44,1
37.85,53.29,26.23,487.3,60.0,90.04,0
38.81,48.12,23.3,472.74,73.2,73.24,0
38.4,55.22,19.23,422.26,56.67,75.42,0
38.88,49.15,17.35,483.47,63.02,85.2,0
39.54,61.48,10.75,433.28,80.79,42.21,1
38.44,63.94,24.64,480.06,68.01,75.27,0
39.76,74.6,6.09,390.18,87.17,60.17,1
39.16,86.82,14.87,413.86,91.85,55.15,1
39.49,89.65,8.1,406.25,90.13,45.84,1
38.77,87.48,14.23,428.42,90.24,62.44,1
38.72,74.0,18.56,463.39,65.9,68.3,0
38.08,80.72,20.38,495.73,70.12,77.69,0
37.67,50.45,23.35,472.12,66.86,86.7,0
38.31,45.91,24.56,473.95,62.39,57.36,0
38.3,48.45,15.54,446.19,62.97,69.17,0
38.27,60.69,22.54,449.02,76.66,81.04,0
38.76,57.37,27.28,506.31,64.13,68.12,0
38.98,60.18,25.31,527.21,65.76,58.74,0
40.4,75.37,2.93,389.69,90.49,58.6,1
39.95,92.11,8.05,406.58,88.16,42.31,1
39.29,70.54,20.41,510.0,74.26,71.95,0
39.3,74.38,4.54,432.09,94.49,54.84,1
39.02,89.63,11.24,474.54,86.33,42.91,1
38.74,51.07,22.67,521.18,69.69,83.68,0
38.73,70.25,23.37,458.49,65.41,96.34,0
39.26,63.91,20.73,448.85,66.44,65.32,0
38.91,60.78,21.2,467.31,72.76,66.78,0
39.6,66.75,12.96,420.28,106.71,37.44,1
38.76,71.38,22.69,484.3,59.35,70.79,0
38.11,63.97,21.89,433.85,64.25,67.93,0
38.27,73.68,20.82,480.17,71.85,66.81,0
39.84,72.96,5.39,477.09,84.21,22.58,1
38.0,72.79,23.75,485.05,64.74,84.02,0
39.02,77.29,9.38,428.11,84.19,46.3,1
40.08,94.0,11.23,438.0,83.14,39.9,1
38.51,68.78,22.94,468.6,72.17,78.81,0
37.83,66.33,26.04,458.43,67.4,70.74,0
39.08,62.35,21.47,493.9,65.93,83.95,0
39.1,69.01,22.06,400.18,69.25,73.28,0
39.33,94.63,10.26,396.56,77.92,44.04,1
38.38,53.57,19.73,470.42,82.59,62.64,0
39.22,49.94,22.53,430.83,67.6,74.38,0
38.74,66.9,21.01,487.92,69.96,72.88,0
38.69,47.98,23.33,454.18,80.5,79.08,0
39.13,65.85,24.67,363.43,65.9,84.79,0
38.55,67.9,21.77,456.14,77.44,66.47,0
39.76,78.66,12.42,422.1,91.39,30.16,1
40.54,79.52,18.14,413.69,68.62,11.41,1
40.07,94.41,10.06,467.11,85.71,29.01,1
39.64,77.12,12.79,476.34,79.89,30.23,1
39.53,75.63,9.95,408.34,76.71,58.11,1
40.43,73.76,3.34,428.68,94.16,29.69,1
39.7,72.45,11.63,375.87,90.25,34.37,1
40.64,74.88,8.67,402.31,107.33,20.13,1
39.65,62.47,7.82,416.57,69.83,24.24,1
39.24,50.23,26.51,416.21,60.53,68.48,0
37.7,57.53,24.08,476.65,72.84,85.69,0
38.54,61.28,22.96,505.82,71.43,73.65,0
38.91,66.64,24.21,488.02,65.45,63.61,0
39.17,80.35,11.72,464.64,85.72,31.25,1
37.67,58.28,27.11,459.05,69.91,69.67,0
40.17,89.43,18.05,381.93,88.37,44.76,1
38.38,63.35,22.72,396.54,72.74,83.21,0
38.69,71.93,19.24,485.8,73.61,75.28,0
38.38,65.59,22.99,500.75,61.4,49.23,0
37.62,64.73,23.72,444.86,67.05,74.92,0
40.4,97.84,10.79,446.96,93.66,54.19,1
38.35,49.53,24.09,517.83,70.38,79.46,0
39.81,74.23,11.25,399.73,85.04,46.08,1
38.24,63.28,17.45,477.49,66.71,83.52,0
40.29,76.55,6.76,390.25,75.32,55.64,1
37.94,62.41,18.55,497.13,66.94,85.18,0
38.64,61.41,19.69,502.13,66.16,74.8,0
39.19,54.81,16.67,494.25,65.02,84.1,0
39.05,68.31,18.38,514.27,76.56,69.34,0
38.33,61.68,24.34,484.1,63.95,73.62,0
39.08,83.3,8.27,380.41,84.38,29.05,1
38.4,57.42,19.27,484.53,71.92,79.93,0
40.37,63.23,13.69,422.64,92.8,55.44,1
39.51,74.0,9.76,431.29,88.35,49.91,1
40.2,81.06,8.45,397.33,68.69,45.54,1
38.39,50.45,21.13,488.38,76.52,69.0,0
38.47,49.02,21.1,448.72,62.96,71.95,0
38.16,56.86,21.89,483.91,60.53,69.1,0
37.97,64.55,20.69,475.05,74.75,81.56,0
38.66,64.01,18.37,495.34,69.29,77.28,0
38.54,63.11,21.96,501.33,63.89,80.96,0
38.47,80.07,6.81,383.02,75.41,49.5,1
39.89,83.7,1.94,488.61,95.45,39.44,1
39.22,57.47,26.07,500.56,68.1,67.81,0
39.88,72.56,5.16,426.45,70.9,46.46,1
39.64,79.47,11.08,386.2,101.05,31.42,1
38.52,53.53,20.39,501.08,60.4,84.53,0
38.9,62.09,21.9,491.8,72.29,58.43,0
40.41,71.82,5.73,430.08,88.0,32.66,1
39.85,79.63,7.7,403.74,91.56,30.0,1
37.95,61.44,22.86,482.89,69.39,72.14,0
38.67,50.64,26.66,466.02,64.54,76.11,0
38.72,67.12,25.72,396.39,70.17,72.73,0
38.26,67.71,25.37,418.29,72.62,59.28,0
40.73,70.6,10.33,367.27,87.17,38.47,1
40.62,78.8,13.2,366.76,88.59,37.47,1
40.16,70.1,11.17,479.23,90.55,33.45,1
38.07,71.92,26.89,503.37,69.83,83.67,0
38.2,52.92,21.3,457.88,75.26,78.51,0
39.34,74.02,9.38,457.02,86.83,44.56,1
38.72,51.97,25.02,402.03,61.91,74.17,0
40.38,73.11,1.99,488.33,96.86,48.15,1
39.57,80.61,12.13,399.03,87.15,28.99,1
38.6,60.33,28.26,456.44,72.28,69.51,0
39.09,56.2,15.61,536.82,70.28,67.75,0
39.08,61.85,22.23,441.35,61.22,69.65,0
37.7,71.21,21.86,530.9,73.41,74.49,0
38.66,44.24,23.57,495.46,62.48,79.01,0
38.16,53.98,22.28,451.36,60.44,72.92,0
38.13,45.82,24.53,398.55,63.14,82.15,0
38.49,58.0,22.61,536.98,66.61,87.29,0
39.36,58.66,27.1,441.2,71.58,73.23,0
38.66,56.28,16.81,510.19,74.58,76.18,0
39.99,84.79,1.76,501.52,93.25,70.55,1
40.38,71.63,10.28,442.7,79.39,69.11,1
38.22,57.05,23.92,420.11,67.38,84.34,0
40.17,85.93,12.9,405.98,78.99,41.47,1
38.72,87.21,10.19,412.07,96.98,26.16,1
40.1,68.94,7.49,408.52,87.81,32.48,1
38.68,57.17,26.2,509.7,65.13,82.03,0
40.49,88.31,13.07,442.46,86.94,60.13,1
38.05,69.54,17.99,473.69,65.0,67.49,0
38.6,68.69,17.95,496.96,69.34,79.27,0
40.28,100.0,11.0,511.0,76.74,43.3,1
37.75,60.99,16.54,519.46,65.56,76.75,0
38.73,46.34,25.22,469.89,74.12,74.09,0
38.2,68.94,18.19,387.19,70.23,86.0,0
38.83,62.61,26.26,495.82,68.34,83.09,0
38.22,53.37,26.77,477.7,69.01,82.18,0
39.09,58.49,20.84,415.33,63.39,64.83,0
39.5,72.96,6.25,371.6,72.02,58.65,1
39.19,68.13,14.89,444.73,79.12,39.16,1
40.27,78.2,15.11,432.08,104.64,35.34,1
38.77,55.6,17.32,478.64,65.18,76.44,0
40.0,71.42,6.0,464.45,91.89,24.1,1
38.25,66.6,23.81,460.2,67.12,66.04,0
38.91,81.15,22.12,498.92,67.2,79.92,0
38.56,55.03,19.73,525.12,71.13,74.35,0
38.29,62.71,25.65,439.21,63.91,62.95,0
38.4,55.36,23.39,465.13,71.72,70.2,0
38.83,61.13,24.16,482.91,62.93,68.83,0
38.52,78.23,5.62,344.31,71.85,53.11,1
37.98,51.5,22.65,517.3,72.86,81.27,0
38.31,51.92,19.45,481.14,65.86,81.47,0
38.51,54.65,26.39,406.75,74.89,73.74,0
38.93,75.81,22.42,470.97,60.53,78.69,0
38.8,85.1,9.25,398.6,74.3,38.63,1
40.14,90.37,14.29,442.65,78.35,31.4,1
40.36,45.58,8.77,399.4,74.11,45.75,1
38.3,53.98,22.23,460.16,72.02,85.63,0
38.43,60.61,24.23,450.88,63.87,80.78,0
39.31,89.54,12.12,425.58,70.13,30.36,1
37.95,60.71,24.64,531.8,64.79,64.2,0
40.29,58.94,7.69,369.63,79.95,54.49,1
39.45,82.24,10.48,426.18,73.23,43.59,1
38.53,52.9,22.29,418.69,69.67,65.33,0
38.58,73.42,21.61,466.44,65.66,81.9,0
39.99,64.23,6.62,445.89,90.1,23.5,1
38.49,66.35,21.72,510.38,73.45,81.91,0
38.97,74.24,9.09,381.28,60.22,5.0,1
38.73,70.95,8.79,400.61,77.12,23.38,1
37.53,61.48,19.11,552.82,66.22,83.02,0
39.82,68.84,10.18,451.56,100.78,36.96,1
39.17,68.69,23.42,397.46,61.84,98.48,0
38.84,54.58,20.63,463.5,71.42,66.39,0
38.58,58.47,28.96,444.09,58.48,74.75,0
38.46,61.35,19.85,538.49,65.94,65.54,0
38.19,71.17,27.45,475.95,76.18,81.22,0
38.27,59.56,20.18,492.3,62.77,81.56,0
40.83,95.52,8.29,352.16,77.63,42.58,1
40.09,84.25,8.04,393.12,87.9,26.72,1
38.28,68.81,22.22,547.98,67.1,66.64,0
37.89,67.06,27.22,440.6,67.12,60.57,0
38.87,65.2,21.45,485.05,68.19,67.98,0
39.08,61.47,19.04,434.69,67.51,70.22,0
38.7,83.11,5.15,509.36,79.06,47.3,1
38.54,42.79,17.44,554.27,66.09,83.72,0
38.42,60.08,21.62,520.51,61.64,73.34,0
38.55,53.99,23.11,507.85,65.46,86.81,0
40.0,76.88,0.44,424.46,76.48,43.04,1
37.93,63.73,22.39,480.57,59.88,81.61,0
38.67,45.57,23.67,484.42,63.74,74.52,0
39.39,83.23,9.2,470.98,95.93,46.89,1
38.71,42.78,16.24,473.93,71.18,74.68,0
38.24,57.38,22.69,499.23,75.24,95.24,0
40.2,73.07,15.51,424.3,87.01,36.6,1
39.53,79.46,14.76,344.91,84.25,50.09,1
38.92,54.77,20.88,413.08,71.19,77.93,0
38.15,64.11,21.14,474.71,71.48,74.47,0
39.17,77.17,8.9,373.81,75.06,62.67,1
40.22,86.85,12.57,406.52,84.14,50.96,1
38.31,54.46,26.61,484.45,58.43,78.57,0
37.81,64.95,23.72,396.89,73.15,75.93,0
39.35,61.8,23.01,477.44,72.78,70.25,0
37.98,45.77,20.76,454.33,64.71,71.92,0
37.97,52.56,23.81,464.0,69.53,75.27,0
40.03,78.61,10.12,430.18,94.18,50.48,1
38.36,64.37,16.55,500.34,65.94,78.79,0
40.29,83.27,5.97,399.44,93.44,28.89,1
39.59,87.02,10.13,445.69,86.95,21.7,1
38.68,59.88,22.43,504.22,66.08,69.44,0
38.28,53.06,22.89,460.1,68.41,68.96,0
38.76,61.47,24.77,479.11,70.52,62.48,0
38.76,59.39,18.77,547.1,70.62,70.69,0
38.96,75.94,8.49,395.62,87.17,43.94,1
38.22,63.05,24.67,503.65,68.1,64.24,0
38.44,47.24,20.41,495.53,68.25,75.67,0
40.04,61.95,14.18,473.53,100.62,32.52,1
38.92,65.49,22.88,366.71,65.04,68.74,0
38.8,59.28,27.55,465.09,66.7,69.37,0
39.26,80.64,11.33,389.31,81.13,56.61,1
38.58,62.13,21.56,467.61,71.42,78.24,0
38.25,58.44,21.71,453.1,69.37,88.2,0
40.65,78.81,11.32,367.38,78.55,45.03,1
38.55,62.28,23.37,447.02,67.87,73.44,0
39.73,71.71,8.62,442.59,92.74,42.57,1
39.29,85.15,12.54,402.92,85.14,38.55,1
39.58,67.32,12.29,425.24,94.15,41.36,1
40.93,66.35,11.08,424.5,81.1,36.39,1
38.72,57.92,24.24,474.51,62.01,74.4,0
38.53,65.07,21.31,400.87,63.77,94.94,0
38.49,67.31,22.59,476.28,68.69,92.17,0
39.76,89.36,5.1,491.52,96.53,40.14,1
39.93,60.43,9.11,362.19,84.05,29.81,1
39.67,97.13,6.63,432.31,80.18,63.42,1
38.17,59.78,23.24,495.17,65.13,67.59,0
37.68,53.23,19.23,423.35,70.53,54.05,0
39.05,52.62,20.25,474.2,71.49,55.95,0
38.41,62.15,22.25,475.05,78.21,65.43,0
38.59,58.7,23.35,522.31,62.82,85.71,0
39.77,78.6,11.34,528.07,79.98,58.02,1
38.86,87.25,16.15,330.07,65.96,20.36,1
38.58,64.84,20.79,399.2,75.21,75.26,0
39.81,74.9,1.79,410.31,94.11,25.59,1
38.37,66.71,26.33,522.29,67.38,68.03,0
38.92,57.5,21.33,507.45,81.52,85.77,0
38.48,62.78,21.73,506.09,64.82,84.65,0
38.79,60.68,23.49,518.05,61.0,63.32,0
39.6,89.08,10.83,390.58,83.84,26.75,1
39.17,89.07,12.26,359.48,89.92,34.11,1
38.63,57.93,25.13,437.8,67.36,82.98,0
39.67,87.61,7.55,423.9,70.83,39.97,1
39.22,63.41,23.52,468.9,83.49,81.15,0
38.59,66.07,23.17,462.07,72.85,68.03,0
38.64,47.98,20.93,461.23,73.46,63.74,0
39.62,71.66,8.14,386.11,74.76,29.84,1
39.3,86.98,9.85,487.43,102.77,50.06,1
37.84,63.46,27.49,503.41,75.7,80.5,0
38.64,48.75,22.79,491.13,65.07,72.7,0
37.94,62.96,25.21,508.14,61.09,63.8,0
39.03,76.86,10.34,397.53,74.29,48.11,1
39.55,100.0,18.18,384.14,82.39,25.24,1
40.19,74.19,12.69,417.64,99.72,30.96,1
40.99,79.05,11.18,417.66,72.33,33.36,1
38.07,61.61,26.17,483.19,74.82,63.74,0
38.33,70.52,18.68,483.37,66.63,86.22,0
39.05,63.37,26.35,499.83,71.86,78.16,0
38.92,51.2,15.35,484.47,62.5,80.5,0
38.29,58.84,23.28,522.88,67.48,67.74,0
38.4,42.62,19.81,542.35,63.97,68.91,0
38.33,62.3,19.05,500.18,66.27,68.9,0
40.5,79.92,17.93,446.96,85.55,43.71,1
39.42,56.59,16.99,371.26,83.21,53.34,1
40.08,81.32,3.18,339.8,84.27,55.56,1
38.1,68.48,20.41,524.16,68.68,80.49,0
38.67,66.4,20.77,500.6,65.23,74.29,0
38.49,51.48,22.26,609.72,73.31,81.58,0
37.76,62.46,24.54,517.65,76.45,61.32,0
40.05,90.67,7.31,400.25,85.83,33.14,1
38.36,54.58,14.19,456.94,74.96,84.95,0
37.96,66.46,20.75,408.75,64.3,78.54,0
38.8,58.5,19.45,475.75,74.46,72.25,0
38.51,71.14,20.33,446.56,64.86,64.85,0
39.63,82.09,12.91,437.38,79.57,18.31,1
37.84,62.89,23.34,432.82,64.94,71.85,0
38.19,55.77,21.41,531.63,62.36,71.59,0
38.32,50.43,23.66,485.6,67.9,82.74,0
38.52,54.64,19.43,521.42,75.0,89.53,0
38.3,55.41,17.97,454.5,66.59,78.84,0
39.42,70.89,26.11,530.22,63.3,68.06,0
38.61,40.49,19.37,514.0,71.47,83.76,0
38.32,60.27,22.88,490.35,57.11,75.02,0
38.65,70.16,15.31,410.44,89.12,36.94,1
39.36,72.0,10.88,416.54,79.57,53.52,1
37.68,63.7,19.59,487.85,55.47,82.7,0
38.29,64.93,25.51,461.55,68.9,79.41,0
38.89,61.56,24.33,485.41,66.13,65.65,0
38.76,87.78,11.07,390.85,85.09,35.4,1
41.05,89.88,8.7,335.86,84.58,28.64,1
38.41,60.39,27.02,511.29,66.69,73.29,0
38.24,49.65,21.7,532.47,77.09,73.13,0
39.81,67.84,3.54,347.66,82.4,24.39,1
38.09,53.2,19.15,471.38,61.29,77.47,0
39.45,80.36,11.37,387.22,105.06,31.89,1
39.68,64.72,13.45,462.99,78.97,33.39,1
38.46,63.62,18.5,491.99,71.27,82.21,0
38.52,65.76,22.59,545.4,65.95,80.72,0
38.33,50.81,15.68,524.23,69.9,91.48,0
38.1,55.93,18.24,469.1,62.96,60.84,0
39.87,92.55,9.52,382.37,84.03,21.39,1
38.49,58.64,22.75,544.59,70.0,59.42,0
40.26,100.0,3.82,406.42,70.59,47.79,1
39.79,69.1,12.3,373.44,83.78,15.83,1
38.83,45.07,17.8,446.2,60.98,79.86,0
38.62,58.2,28.27,421.03,70.17,77.06,0
39.14,65.55,18.67,445.27,59.67,85.93,0
39.56,77.44,12.74,335.7,79.72,46.93,1
38.83,54.06,24.73,472.98,70.16,76.27,0
38.63,62.65,19.25,496.32,54.88,86.02,0
38.88,82.29,13.98,379.96,62.52,54.11,1
38.51,39.76,16.27,456.18,73.59,68.54,0
38.19,64.04,27.73,457.54,69.49,75.87,0
40.17,93.28,9.8,427.46,80.21,51.71,1
38.65,63.37,23.43,478.48,63.53,71.53,0
39.05,55.71,22.69,432.68,72.26,90.18,0
38.39,58.09,20.09,502.88,74.45,75.3,0
38.23,59.39,18.41,468.03,67.18,74.59,0
38.06,67.35,19.65,436.33,62.46,77.7,0
39.0,54.18,22.9,494.43,72.63,63.53,0
38.48,59.04,23.08,448.91,74.17,82.06,0
38.54,69.77,27.86,554.22,61.1,84.87,0
37.94,77.16,18.02,515.79,66.6,82.71,0
38.01,59.79,21.44,448.84,56.08,75.13,0
38.01,73.11,20.89,490.67,68.46,75.55,0
38.51,53.04,22.65,416.66,68.29,78.38,0
39.66,55.44,8.4,487.9,95.89,35.83,1
38.29,69.91,25.75,446.23,72.76,74.9,0
40.12,76.62,10.92,385.42,85.01,45.25,1
38.44,73.0,19.5,454.8,65.47,77.45,0
38.93,79.3,22.59,460.49,65.83,77.06,0
38.35,51.46,21.31,493.52,63.99,80.57,0
38.16,68.45,25.99,503.66,67.85,91.51,0
40.47,95.44,17.39,430.74,91.79,37.09,1
38.96,69.89,22.47,457.38,66.33,69.31,0
39.05,60.55,21.32,509.57,62.15,63.17,0
38.37,54.79,19.65,513.13,73.36,78.98,0
40.27,92.85,3.2,425.14,88.74,39.59,1
38.2,56.9,28.2,460.46,68.83,80.0,0
38.72,67.63,19.66,455.7,73.84,80.48,0
39.42,71.16,15.59,392.33,91.88,38.7,1
38.85,57.93,23.15,464.51,72.55,85.57,0
38.62,55.39,19.4,452.31,69.63,80.8,0
39.03,61.97,16.94,548.76,70.58,76.86,0
38.98,57.57,25.17,491.86,73.64,61.19,0
39.35,58.68,6.72,450.51,85.0,27.12,1
38.3,63.54,20.83,500.8,71.28,58.6,0
38.79,62.24,22.93,488.13,71.73,76.15,0
39.12,80.57,9.59,384.71,89.33,26.28,1
38.36,64.41,22.81,451.52,75.94,85.31,0
40.26,92.15,8.39,413.04,83.07,31.72,1
38.63,62.23,23.02,468.63,63.63,76.55,0
38.27,58.85,23.82,522.79,69.19,86.98,0
39.31,84.28,9.2,414.69,88.54,36.72,1
40.26,91.34,7.41,419.68,88.93,28.24,1
39.56,78.52,18.63,358.37,83.92,44.62,1
38.65,68.91,20.23,510.55,66.85,65.95,0
38.81,58.48,28.5,488.38,61.84,64.48,0
39.46,77.36,11.88,377.48,107.69,30.1,1
38.32,63.68,25.71,503.45,57.5,83.66,0
38.78,54.72,21.52,508.06,79.16,85.82,0
38.4,76.19,21.78,501.83,69.49,82.57,0
41.06,90.69,18.03,535.77,96.13,34.11,1
40.71,88.07,6.66,409.98,88.2,57.59,1
38.19,62.14,23.46,499.76,60.34,68.52,0
38.75,65.42,23.12,473.99,62.01,82.71,0
38.28,55.59,25.27,474.8,70.51,63.47,0
38.09,52.0,15.75,503.82,68.4,82.98,0
39.7,75.66,8.2,532.64,101.25,37.43,1
39.27,83.94,14.13,479.11,78.03,38.82,1
38.81,91.8,14.78,420.42,84.57,35.8,1
39.79,73.76,8.75,474.75,82.2,22.59,1
38.11,61.52,24.01,404.4,66.9,76.15,0
39.94,65.96,14.6,404.92,80.34,47.71,1
38.64,59.35,21.34,481.42,66.07,58.35,0
38.73,69.74,19.19,465.48,60.65,83.3,0
38.69,63.13,22.01,561.68,73.3,67.66,0
39.41,87.46,8.85,422.87,79.17,42.73,1
38.68,48.4,25.44,429.44,68.86,77.38,0
38.09,54.61,23.65,440.57,74.6,92.43,0
39.15,81.88,7.87,425.57,52.67,56.74,1
38.53,54.59,22.16,499.21,69.8,64.02,0
40.19,93.69,7.76,409.94,88.34,22.6,1
38.73,67.8,22.26,495.54,66.63,62.36,0
39.61,76.29,13.19,334.0,70.45,56.44,1
38.58,62.31,18.39,476.33,62.82,74.11,0
40.31,77.67,10.72,486.5,82.22,18.1,1
38.67,58.02,20.4,475.77,66.67,75.44,0
39.4,82.58,12.44,459.85,84.88,58.58,1
39.4,86.31,6.04,463.67,90.88,62.35,1
38.68,64.46,19.06,506.22,72.27,75.78,0
39.66,79.03,8.26,417.21,102.31,36.0,1
38.0,56.8,24.2,444.39,62.65,83.15,0
38.77,52.95,16.35,441.43,66.62,87.58,0
40.46,86.3,8.03,431.05,81.28,31.14,1
38.94,44.27,19.42,526.87,61.83,72.38,0
38.04,60.35,23.72,446.63,68.42,83.57,0
40.33,70.8,3.98,499.65,88.78,16.9,1
37.95,63.39,26.88,471.14,74.01,72.75,0
40.39,58.45,7.49,455.15,72.23,30.1,1
40.06,84.82,16.1,349.58,88.99,47.26,1
